a14,a13,a12,a11,a10,a9,a8,a7,a6,a5,a4,a3,a2,a1,a0,degree,first_coefficient_sign,coefficient_sum,sign_changes,label,num_real_roots
,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.91462742937583,-32.25543506185022,80.16614795816241,47.56020221577171,41.10786979806335,4,1.0,204.49341233952308,2.0,1,0.0
,,,,0.0,0.0,80.97613218969676,-24.76231279826713,46.100188055874696,-72.76333952241416,84.96673327598421,67.3771877034936,55.57440431843108,96.82052154145558,49.515851340337946,8,1.0,383.8053661045925,4.0,1,0.0
,,,,0.0,0.0,70.79523193894616,50.399072182854695,-70.38219765477899,-35.94597267328865,83.550255407348,5.956564038024425,-55.069951375217705,1.2753583196036544,82.76830841986867,8,1.0,133.34666860336026,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59171910185394,5.336936115823463,48.24795786892582,2,1.0,59.176613086603226,0.0,1,0.0
,,,,88.35252653775655,-74.41413593485164,55.08091391858423,-27.58289020830557,64.06133046716286,36.16896389015906,-50.07985774032249,2.626135570954773,94.7300617478612,-89.81331999711335,54.142682301419626,10,1.0,153.27241055330524,8.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.94368577892229,-6.7422371602101805,21.925327360198523,2,1.0,93.12677597891064,2.0,1,0.0
,,,,80.04554328070569,42.72057191842819,-24.05550259324758,-57.00738473070592,-49.83804943254373,-73.9931309108494,37.89439107923914,76.17191371776374,99.74710447186432,-46.998334213013294,25.37178224409584,10,1.0,110.058904831737,4.0,1,0.0
,,,,0.0,0.0,58.00663151422077,11.756226717244871,-84.62304158521354,-41.55709092261755,95.49671325679486,-62.61781892058475,-14.494563893882372,46.65032795088993,49.93454138471873,8,1.0,58.55192550157095,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,78.41824244879015,-26.985652983782582,-58.58051839050651,-14.372268844708572,28.95704087255706,21.468588866084644,87.81697540828586,6,1.0,116.72240737672004,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,87.49366959995666,82.40049737490023,63.5631815728444,-34.278055573839964,6.71441101861015,4,1.0,205.89370399247147,2.0,1,0.0
,,,,0.0,0.0,87.96221431442385,58.14102380847021,1.6510725011441991,-58.7613321907112,-9.652077010208783,51.67179007349503,6.424888196381858,-2.998299627998918,52.02187378968836,8,1.0,186.4611538546846,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,55.2492117056604,15.434423140126128,97.61327833477016,-10.435753895909627,93.0110034055838,4,1.0,250.8721626902309,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,71.33076199360698,-57.40131433446582,53.20992853998951,66.14025022003352,-59.29755545260156,42.31938098893738,66.50397036041386,6,1.0,182.80542231591383,4.0,1,0.0
,,,,0.0,0.0,95.68729983653488,-34.948780402950504,29.61267441435521,-4.263512953553232,9.392522482841215,-13.60908724835869,30.507588702853297,16.667156771976792,34.01793173955687,8,1.0,163.06379334325587,6.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.811424526007457,-0.8132709864310641,45.24612943542979,2,1.0,65.24428297500619,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,17.943280991242048,27.859354753894067,22.474000095753425,-81.23870490974348,45.01189216175933,4,1.0,32.0498230929054,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.13291074593941,-28.901328275649803,75.44673748807492,-56.41779653136156,62.477275222705714,4,1.0,70.73779864970868,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,6.48788133679659,12.124738939866702,-5.510428772435532,10.365106576407968,81.29329130080441,-49.54193298420717,67.81997316092557,6,1.0,123.03862955815852,4.0,1,0.0
,,,,0.0,0.0,19.695653385719,-30.20436801249903,5.885928979776892,-14.798329869618556,60.583566103936505,38.09865770839548,-28.03243220283285,-91.05666591637436,86.67083664452664,8,1.0,46.84284682102973,6.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.72450270024004,-72.61775515596034,20.87884547085453,2,1.0,46.98559301513423,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.05301519007389,-25.61248079772014,73.66480262390962,2,1.0,105.10533701626338,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.00689088759901,16.87888729608447,74.55435609893973,2,1.0,166.4401342826232,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.682181671475504,-31.661066250859648,93.81386319894376,52.86657002310176,49.94785933990627,4,1.0,179.64940798256762,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,64.89853705424224,-7.04561141815698,44.38790585659581,7.031010742152006,21.50923310790114,4,1.0,130.7810753427342,2.0,1,0.0
,,,,8.148491489018127,-25.233397130947893,19.542118855536472,53.6441149963718,-19.19439196742661,-69.20509021266653,-51.47952244197696,2.8590422557925166,44.60699838781281,87.30584245288321,64.21451930272048,10,1.0,115.20872598711742,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,96.643793953558,3.810978471381716,-30.91525707088545,5.611156816932976,84.70725477103034,4,1.0,159.85792694201757,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.43249940735423,-37.1850930329422,25.03900538923796,2,1.0,8.286411763649987,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,95.33439961230737,63.86977357883271,-62.38041513763319,-21.368523029007378,68.26939492543741,-7.377784952884298,62.97107540953607,6,1.0,199.31792040658868,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.09373879724032,-31.545895836309484,85.66894380113479,2,1.0,135.21678676206562,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.582946195971886,-87.70009500822297,73.60947057210709,2,1.0,43.492321759856,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,34.898098236137685,-64.01734933708691,61.74738506461378,-29.550347524702943,4.173672880366013,-49.9515260919996,59.454798546088966,6,1.0,16.754731773416992,6.0,1,0.0
,,,,30.264701220925417,-43.138905093354055,66.26118517062883,13.56889721588388,63.69003946858544,-89.18176088448229,55.96008385419026,-19.12748227488143,86.45640900275257,64.66905637472863,39.24752695694417,10,1.0,268.66975101192145,6.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3227722307898,51.310958827497245,52.96734154566707,2,1.0,196.6010726039541,0.0,1,0.0
,,,,0.0,0.0,74.85873757457313,79.91988898104933,-44.17481565244388,-83.98068732359684,-3.621732721084527,5.832683675851683,36.93455916568431,57.01511511284306,71.62300310892783,8,1.0,194.4067519218041,2.0,1,0.0
,,,,1.6487354514750194,24.77461816794116,98.19020137567192,-77.37732402639534,53.02657180458706,18.38146288024156,15.417405121762757,15.53323019960456,19.809110696132777,-78.88331289712384,64.90810852615431,10,1.0,155.42880730005191,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.61259075797102,-71.30126371730833,97.9308713382793,2,1.0,64.24219837894199,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.28831485900756,65.01931017316002,72.45625468132218,2,1.0,178.76387971348976,0.0,1,0.0
,,,,0.0,0.0,26.43641406777317,-95.19648031083469,69.7400742466663,59.97380208747455,-56.09449922917224,-3.193788170645661,68.56399023851517,38.84207874042784,82.47299753421146,8,1.0,191.5445892044159,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.861479809144683,-25.411101402337664,13.610200311455928,2,1.0,7.060578718262946,2.0,1,0.0
,,,,0.0,0.0,92.1454738175714,-5.783352919762777,-44.561540453125325,-13.109645838156553,-42.84797850513087,59.93666966795698,-52.896393155412525,-23.016626220777667,82.83825479456837,8,1.0,52.70486118773104,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,87.51214869066061,-3.605350557731768,59.05390541687089,52.1460913097344,80.89694541369076,-53.30831467476684,69.96583375599869,6,1.0,292.6612593544568,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,83.90028265767705,-34.70108809383947,47.933250340572926,-80.64075249439446,-10.030094945511363,-46.22144263678487,68.9834829166283,6,1.0,29.22363774434811,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.003275283838079,25.264671811540666,69.81290955296797,2,1.0,99.08085664834672,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8196044486809,73.05300941821815,86.68306768230025,2,1.0,251.5556815491993,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.11320264334023,44.723978122223855,85.78530030151958,2,1.0,194.62248106708367,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,24.66057619659348,-92.77579409597566,92.97856176566243,92.93903452653868,45.6883805285652,4,1.0,163.49075892138416,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.37152817673966,6.1905637211038,72.6851307904094,2,1.0,101.24722268825286,0.0,1,0.0
,,,,0.0,0.0,65.9946001795764,53.28028517325569,1.2625359994450776,-42.559356917535005,-30.9902977255712,35.95497541082287,88.17156753558763,-27.828612566516497,66.44360302258656,8,1.0,209.72930011165155,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,38.642855389181136,-94.99858777652663,55.14990659947708,37.2227087285531,54.10809661892682,44.07040960643855,24.3411563281297,6,1.0,158.53654549417976,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,20.918732250097506,-53.31680788280679,53.057385239954215,73.90569691773851,82.48518038886431,-35.34734024072854,63.81264403144144,6,1.0,205.51549070456065,4.0,1,0.0
,,,,22.878405220631763,-1.5051458883209534,-34.29642015908043,13.774950123664452,53.22819166516146,-31.975068501364333,87.37096371069319,-45.14727314425186,20.84853420522417,65.14599828440211,79.84812616523001,10,1.0,230.1712616819896,6.0,1,0.0
,,,,0.0,0.0,63.37473300641102,69.98991219427927,-19.481986727010693,-41.70860243422776,-93.31896044795826,35.46117427336816,99.93766583302325,-34.69658285670067,17.53732923199911,8,1.0,97.0946820731834,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,88.83197118896885,66.322483833002,-10.284291292250188,-10.463863004803471,85.13210575050451,4,1.0,219.5384064754217,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95641180014553,66.60290065981124,55.68292240470103,2,1.0,143.2422348646578,0.0,1,0.0
,,,,43.557107352790325,31.43916097465066,-13.088826059064743,69.1697666756701,82.59649560651758,38.61590674758901,38.04598188690807,-54.53062785450027,-66.89749133976208,-16.005122762062655,67.12890766587313,10,1.0,220.0312588946091,4.0,1,0.0
,,,,0.0,0.0,82.90517151379368,-87.62681318830403,25.395118764007336,36.21356227522716,18.57620399665896,84.06019203009461,92.21998745206596,-90.89584291664868,49.63719197259502,8,1.0,210.48477189949,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.954139659665486,-70.33437218145772,39.39719165995069,2,1.0,5.016959138158455,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,60.15592720182136,-69.63949625005515,42.64885059417972,53.87967549740671,42.4760333453695,4,1.0,129.52099038872214,2.0,1,0.0
,,,,0.0,0.0,25.372447373039847,63.94548199117648,11.64336154463676,-15.306312567387607,5.374473372189186,-81.8139746158421,68.19044334047834,37.082247598533286,72.85527650604274,8,1.0,187.34344454286693,4.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.032993351353866,49.44330124902544,76.54749041924728,2,1.0,182.0237850196266,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,36.6935649002692,32.02685340172465,80.2401943384223,-5.5432756388253495,-14.61074162460072,13.035227205473744,94.919372851131,6,1.0,236.7611954335948,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,91.8055788255619,78.89849889301763,25.19695887160873,-83.44695055894778,71.81436839051773,48.29856901805027,50.9898441499488,6,1.0,283.5568675897573,2.0,1,0.0
,,,,88.56321554645191,88.5045382969843,-26.586382583439345,-64.55194213171237,18.59594861881516,19.078277461266268,22.6611171517973,37.38110240947629,78.35269217560301,91.18226138637708,62.07569147543518,10,1.0,415.2565198070548,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,18.98594370064606,43.87111210320936,91.40872306543989,-51.20437092497672,-21.55416986179985,88.04335862456628,51.27821514881114,6,1.0,220.82881185589616,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,72.3524004291404,43.33609246680817,-37.45484188268029,-98.25768505093302,-52.99190410102141,92.43045435234215,91.67917659014574,6,1.0,111.09369280380176,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.07133158983069,27.402865580707925,42.58455529192423,2,1.0,116.05875246246283,0.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.36186430949265,-91.8519609955114,62.55516844472339,2,1.0,66.06507175870462,2.0,1,0.0
,,,,0.0,0.0,0.0,0.0,37.564284050541886,37.49330232925382,-72.56081550081579,-95.47022607655312,10.48957582620173,9.468845380702234,96.5395191406068,6,1.0,23.52448514993756,2.0,1,0.0
,,,,64.25490983957235,-24.47844647700556,48.123007072273936,-63.28441065893733,40.72627828858722,22.349364349742103,-15.239858142234368,82.14241330363049,71.45760138636413,-10.431312679111954,28.99197763570069,10,1.0,244.61152391858167,8.0,1,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,65.87903904911545,-93.49689584398686,-29.65901682133285,13.175751483625804,88.6871063890402,4,1.0,44.58598425646173,2.0,1,0.0
